review,taste,quantity,delivery,total
맛있어요 또시킬게요,5,5,5,5
할인으로 잘먹었습니다,5,5,5,5
맛있어요👍👍👍👍👍👍,5,5,5,5
배달 빠르고 맛있었어요!,5,5,5,5
맛있게 잘먹었습니다 굿굿,5,5,5,5
맛있게 잘 먹었습니다,5,5,5,5
제육 곱빼기 맛있게 잘 먹었습니다.,4,4,5,4
배고플때 푸짐한 영양듬뿍 간편한 식사로 최고네요!! 단골할게요~ 더욱 번창하세요♥,5,5,5,5
항상 맛있게 먹고 있습니다★★★★★,5,5,5,5
양도 대단하지만 맛은 더욱 좋습니다! 강력추천합니다.,5,5,5,5
짜장은 늘 귀빈에서 시켜먹습니다. 이렇게 힘든 시기에 좀 처럼 볼 수 없는 정이 느껴지는 가게네요 ㅎㅎ 감사합니다. 정신 없이 먹느라 사진은 못찍었네요,5,5,5,5
자주 시켜먹는데 맛있습니다,5,5,5,5
맛있게 잘 먹었습니다👍,5,5,5,5
맛있게 잘 먹었습니다.,4,4,5,4
빠른배달로 면이불지않아서 좋았어요 탕수육도 바삭하고 맛있어요,5,5,5,5
항상 맛있게 먹고 있습니다★★★★★,5,5,5,5
매번 맛있게 먹고있어요~~,5,5,5,5
탕수육이 맛있어요.,5,5,5,5
맛있게 잘 먹었습니다.,5,5,5,5
1시에 배달 시켰는데 1시간20분째 아직도 안옴 가게에 전화해보니 출발도 안했다 함 3시에 약속있어서 나가봐야하는데 밥도 못먹고 나가게 생김 주말이라고 봐줄수 있는 수준이 아니네요 다시는 안시켜먹습니다 진짜 끔찍하네요,1,1,1,1
항상 맛있고 깔끔하게 먹고 있습니다.,5,5,5,5
배달온지 10분 만에 해치웠네요 너무 맛있어요!,5,5,5,5
양 많고 좋아요👍👍,5,5,5,5
항상 귀빈반점에서 시켜먹는데 배달도 빠르고 양도 많고 맛있어요~,5,5,5,5
꼽배기 시켰는데 이게 꼽베기양인가요,4,2,5,3
자주 이용하는 맛집 입니다,4,5,4,4
한동안 안보이다 다시보여 시켰어요 잘 먹었습니다,5,5,5,5
울면은 못찍었어요 먹느라ㅜㅁ ㅜ,5,5,5,5
탕수육이 좀딱딱했어요ㅠㅠ 근데 양이 미쳤어요 바로 집앞이라 배달도 예상시간보다 빨랐어요,4,5,5,4
양도 많고 배달비도 없고 맛도 맛있어요,5,5,5,5
사진을 찍어둔 줄 알았는데 없네요. 할인되는 날 중국냉면이 먹어보고 싶어 저렴하게 먹을 수 있을 때 주문해 봤어요.,5,5,5,5
배달 엄청 빨리 왔어요,5,5,5,5
엄청 불어서 왔네요,3,4,5,4
맛있어요 다음 또 시켜먹을게요!!,5,5,5,5
잘 먹었습니다 :),4,5,5,4
배달도 빠르고 너무 맛있게 먹었어요,5,5,5,5
배송빨라요 잘 먹었읍니다,5,5,5,5
굿굿굿굿굿굿굿굿굿굿,5,5,5,5
음식 맛있어요 탕수육 소스가 좀 많이 달아요,3,4,4,3
맛있게 잘 먹었습니다.,5,5,5,5
양이 너무 적어요 잘먹었어요,3,1,5,3
잘 먹었습니다~!!,5,5,5,5
맛있게 잘먹었습니다,5,5,5,5
국물맛이 좋았구요. 해물은 냉동을 쓰신듯! 그래도 쏘쏘~~,3,4,3,3
제 시간 내에 온 것과 푸짐한 양은 만족스러우나 배달 완료시 문자를 해달라고 했음에도 해주지 않은 것에 대해선 조금 실망스럽네요,5,5,1,3
냄새가 너어무 좋아서 한 입 홀라당 먹고 나서의 사진...ㅎㅎ 잘 먹었어요 배달 기사님도 친절하셨습니다,5,5,5,5
굿~~~~~~~~|,5,5,5,5
평상시에 탕짜면이 맛있게 나오고 잘 먹었었는데 오늘따라 탕수육에 없던 오이가 수두룩하게나오고 탕수육에 머리카락도 껴서 나와서 참 안타깝습니다,2,5,5,4
배송빠르고 배송비 없어서 좋아요,5,5,5,5
오랜만에 시켰는데 잘 먹었어오,5,5,5,5
항상 맛있게 잘 먹고 있습니다,5,5,5,5
맛있게 잘 먹었습니다.,5,5,5,5
가족들과 맛있게 잘 먹었습니다.,5,5,5,5
배달은 빨라서 좋았는데 돈가스 소스가 탕수육소스 같아서 아쉽네요 마트용 돈가스 소스가 더좋을듯 합니다 양배추는 많이요청하니 푸짐하게 와서 좋았어요,1,1,2,1
맛있게 잘 먹었습니다,5,5,5,5
대학교 인근 맛집을 이제사 발견했네요! 자주 주문할게요~ 더욱 번창하시길요♥,5,5,5,5
맛있어요 잘 먹었습니다,5,5,5,5
양 정말 많네요 고소하고 맛있어요! 배달기사님도 친절하셨어요 고맙습니다~~,5,5,5,5
소스도 넉넉하게 와서 저녁에 밥 볶아 먹었습니다,5,5,5,5
맛있게 잘 먹었어요.,5,5,5,5
빠른 배달 깔끔한 맛~~ 친절합니다,5,5,5,5
배달이 빨라서 좋네요,5,4,5,4
배달빠르고 잘먹었습니다,5,5,5,5
양이 무지 많아요 ㄷㄷ 맛나게 잘 먹었습니다,5,5,5,5
잘 먹었습니다..,5,5,5,5
이근방 중국집중 유일한 세스코업체길래 일부러 여기서 시켰더니 탕수육에 꼬부랑털이 있네요? 역겨워서 먹다가 다버렸고 탕짜면시켰는데 면도 다 불어서왔어요. 최악 of 최악,1,1,1,1
너무 맛나게 잘먹었습니당 감사용 !,5,5,5,5
항상 맛있게 먹고 있습니다 ^°°^,5,5,5,5
배달도 빠르고 양도 많습니다,5,5,5,5
일단 반반메뉴 맛도 양도 만족.. 그리고 바로배달해주셔서 탱탱한 면발과 탕수육 식감도 너무 좋았어요. 자주 시켜먹어야 겠네요^^,5,5,5,5
배달도 빠르고 맛있습니다,5,5,5,5
맛있게 잘 먹었습니다,5,5,5,5
맛나게 잘 먹었습니다,5,5,5,5
국물이 진하고 맛있어요,5,5,5,5
새우에 수돗물같은 쎄한 냄새가 좀 나네요 ㅠ 그래도 양념이 맛있었고 서비스 만두도 주셔서 잘 먹었습니다,5,5,5,5
맛있게 먹었어요~~,5,5,5,5
양도 많고 맛있어서 잘 먹었습니다! 배달이 쪼끔 늦었지만 식지도 않고 괜찮았어요!,5,5,4,4
"어차피 다른리뷰에 묻히겠지만, 요기요 몇년동안 쓰면서 안좋은 리뷰 한 번도 단적 없는데 오늘은 너무 실망해서 씁니다. 짜장면 3그릇 전부 불어있어서 소스랑 면이 섞이지도 않고, 탕수육은 너무 눅눅했습니다. 누가봐도 오래된 음식 배달한걸로 보이구요 식욕만 떨궈서 몇입 안먹고 다 버렸습니다. 여기서 여러번 시켜먹었는데 정말 실망 많이했습니다 다신 안시키렵니다.",1,1,2,1
"주말 저녁인데 배달 빨랐고, 짬뽕국물 요청했는데 잘 담아주셨고 맛있었어요. 다음엔 짬뽕 먹어야겠어요~",5,5,5,5
잘 먹었습니다 딸이 자장면 먹고 싶다해서,5,5,5,5
잘먹었어요 늦었지만 담에또...,5,5,5,5
맛있고 배달도넘빨라요^^,5,5,5,5
맛있었어용 양도 많구 좋았어여,5,5,5,5
맛있게 잘 먹었습니다.,5,5,5,5
"주문최소금액 없어서 1인 메뉴 시킬수 있어 좋아요. 맛, 양, 배달 모두 만족합니다.",4,5,5,4
"엄청 빨리 옵니다. 맛있고요 다만, 좀 아쉬운점이 있다면 너무 맛있어서 실수로 포크를 씹어 먹었네요... ㅠㅠ 플라스틱이라 좀 걱정되긴 하는데 내일 출근만 잘 하면 되겠죠..? 배달 기사님도 친절하니 좋습니다. 사장님이신지는 모르겠는데",5,5,5,5
면 다불어서 왔어요,2,2,1,1
배달 빠르고 맛있어요. 무엇보다 양이.. 정말 많아요. 재료도 듬뿍. 밥도 듬뿍.. 2인이상 주문하는게 좋을지 모르겠다고 생각할만큼 푸짐한 양에 무척 맛있었어요,5,5,5,5
양도많고 배달도 빨라요 완전 맛있어요,5,5,5,5
배달도 빠르고 맛도 괜찮네요,4,4,5,4
"진짜 엔간해서 리뷰 안쓰겠는데, 걍 개맛있음 양 존11나많고 배달 존341나빠르고 최고임 또 먹을거임",5,5,5,5
맛은 괜찮은데 면이 뭉쳐져서 왔습니다.,4,5,5,4
맛있네요 양 배달 모두 만족이요,5,5,5,5
배달도빠르고 맛있어요,5,5,5,5
첨 주문했는데 다 좋은데 탕짬면이 트레이 국물이 탕수육쪽로 넘어와서 거의 못먹었네요.ㅠㅠ눅눅해서요.,5,5,5,5
양파가 많아서 제 입맛엔 조금 매웠어요,4,5,5,4
잘 먹었습니다. 다음에 또 주문할게요.,5,5,5,5
맛있는 음식 잘받았습니다,5,5,5,5
사진은이게아닐수도있지만 양많고 맛나게먹어써여,5,5,5,5
맛있게 잘먹었습니다,5,5,5,5
곱빼기치고 양적음 짜장면 소스 면 양 비율 1:2임 소스 정말 조금줌 면만 먹은듯 맛도 없음 탕수육 바삭하고 소스 따로주심 맛있음 소스 대중적인맛 탕수육은 평타인듯,3,3,3,3
"마누라가 살찐다고 잔소리만 안하면 , 맨날 여기서 탕수육 시켜먹고 싶습니다",5,5,5,5
"사실 무슨 메뉴인지 모르고 사진만 보고 골랐는데 만족스러워요. 나가사키같이 하얀데 매운 국은 못 먹는데, 그런식으로 매운 국도 아니었구요. 버섯계란닭고기새우의 적절한 조화가 느껴지는 맛이었습니다 감사합니다!!",5,5,5,5
잘 먹었어용!! 나중에 많이 시켜먹겠어용 !!!,5,5,3,4
짬뽕 맛나요 요오요,3,4,3,3
맛나게 잘먹었슴돠 ~~~,5,5,5,5
양도 많고 가성비조아요! 맛있어요!!,5,5,5,5
항상 맛있게먹고있어요,5,5,5,5
맛있어요 빠르구요 깨끗하게 부탁드립니다,5,5,5,5
오랫만에 먹었는데도 여전히 맛있습니다 ~,5,5,5,5
마시씁니댱~~~~!,5,5,5,5
맛있게 잘 먹었습니다 또 주문할께요,5,5,5,5
밥 같이안오는줄 알았는데밥도같이와서 놀랬어요!! 밥양 엄청 많아요...,5,5,5,5
양도 엄청 많고 맛있어요!! 다음에도 밥 먹고 싶을때 시켜먹을께요~~ 잘 먹었습니다ㅎㅎ,5,5,5,5
가성비 최고네요. 너무맛있음.,5,5,5,5
사뚝은 언제 먹어도 맛잇어요. 사장님 최고입니다,5,5,5,5
빠른배달에 감사히 먹었어요,5,5,5,5
일단 너무 짜요. 배달은 무지 빠름,3,3,5,3
맛있게 잘먹었습니다,5,5,5,5
배달 정말 빠르고 푸짐하고 맛있어요. 닭발 강추합니다!,5,5,5,5
ㅇㅇㅇㅇㅇㅇㅇㅇㅇㅇ,5,5,5,5
배달도 빠르고 맛있었어요,5,5,5,5
배터질거같아요 잘먹었습니다,5,5,5,5
항상 믿고먹습니다 4번째주문~~ 개맛있음,5,5,5,5
너무 맛있게 잘 먹었습니당 항상 해장 여기로 해요,5,5,5,5
맛있게 잘 먹었습니다 또 주문할께요,5,5,5,5
양도 많구 맛있어효 잘먹었습니다,5,5,5,5
맛있게 잘 먹었습니다,5,5,5,5
더운 날씨에 영양식으로 최고입니다! 단골할게요,5,5,5,5
맛있게 먹었습니다~!,5,5,5,5
맛있어요.,5,5,5,5
3번째 재주문 이집 가성비 진짜최강이에요,5,5,5,5
맛 나 요,5,5,5,5
맛 나 요,5,5,5,5
맛있게 잘 먹었습니다,5,5,5,5
김이 안왔어요.. 그래도 맛있게 먹었습니다.,5,5,5,5
너무맛있어용~~~~,5,5,5,5
역시나 맛있는 오징어볶음. 너무너무 맛있습니다.,5,5,5,5
존맛탱ㄹㅇ 너무 맛있어여,5,5,5,5
잘 먹었습니당 맛있어요 ㅎㅎ,5,5,5,5
ㅎㅎ무생채 요청사항 들어줘서 감사합니다!! 제육은 언제나 맛있구요 우거지된장은 첨 먹어봤는데 식감이 죠았어요 그치만 제취향은 차돌인듯..앞으로 차돌을 더 사랑하려구합니다ㅎㅎ,5,5,5,5
짜뚝이 정말 맛있네여!!!,5,5,5,5
몇번 먹으면서 항상 포장이 걱정되었는데 역시나 현실이 되네요..?? 뜨겁운 찌개류를 이렇게 포장해서 배달시키면 터질껀데 전혀 생각을 안하시나봐요..? 편하려고 시켜먹는건데 먹기도 전에 다 닦아내야하고 기름묻고 난리네요.. 개선 부탁드려요,4,5,1,3
매번 맛있게 잘 먹고 있습니다 ~,5,5,5,5
빨리 보내주셔서 맛있게 먹었습니다 ~~~,5,5,5,5
너무 맛있어요 사자님 또 먹을게요,5,5,5,5
항상 맛있어요 굿굿,5,5,5,5
맛있게 잘먹었습니다,5,5,5,5
맛있게 먹었습니다.,5,5,5,5
맛있게 잘 먹었습니다!!!,5,5,5,5
자극적이지 않은 제육 맛있어영,5,5,5,5
똑같은 콩나물 무침을 왜 2개나 넣으셨는지요,4,4,4,4
항상 맛있게 잘 먹고 있어요 요청사항 잘 들어주셔서 감사해요! 또 올게요!!,5,5,5,5
아유 이집 밥은 언제 먹어도 맛있네요ㅎㅎㅎ 집밥먹는기분 들어용! 아ㅎㅎ 배달도 엄청 빨리와서 기분좋게 먹었습니당 라이더님이 친절하시더라구요:)b,5,5,5,5
짜글이정식에 제육추가해서 먹엇어요! 1인분씩 담겨와서 먹기 편하고 양도 꾀 많아서 좋앗어요! 밥에 스팸이랑 계란 얹어주시는 센스는 정말 최고입니당ㅎㅎ근데 제육은 생각보다 양도 적고 대패(?)같읔 고기라서 그냥 그랫어용ㅎㅎ배달도 빠르고 따뜻하게 잘 먹엇습니당,4,4,5,4
항상 맛있습니다!!,5,5,5,5
맛있게 잘 먹었습니다,5,5,5,5
배달도 빠르고 밋있네요,5,5,5,5
항상맛있게먹고있어요,5,5,5,5
맛있게 잘 먹었어용 감사합니다~~,5,5,5,5
배달도 빠르고 맛있어요!! 양도 진짜 많아요 ☺️,5,5,5,5
리뷰 10번은 쓴 거 같앙용 너무 맛있어요,5,5,5,5
항상 믿고 먹습니다 우렁뚝만 세번째... 든든하게 맛있게,5,5,5,5
양도 많고 밥도 맛있어요😀 반찬은 삼삼한데 찌개는 간간해서 같이먹기 좋네요,5,5,5,5
맛있어요 다음에 또 시킬게요,5,5,5,5
1인분 시켜먹기 애매한데 최소주문금액이 적어서 좋았어요! 맛있게 잘먹었습니다 ㅎㅎ,5,5,5,5
맛있게 잘 먹었습니다,5,5,5,5
언제나 맛있게 잘 먹어요.~~,5,5,5,5
국물제육이 저에겐 젤 맛있어요.. 밑반찬이 메인이랑 먹으면 간이 딱 맞아서 좋아요,5,5,5,5
맨날 매장에서 먹다가 오늘 집에서 시켜봤는데 밑반찬 넉넉히 주셔서 맛있게 먹었습니다! 역시 맛있네요,5,5,5,5
찌개는 맛있었습니다 고기는 너무 크기도 작고 맛도 평범하더라고요 그리고 무엇보다 양이 2인분이 거의 여기 1인분이랑 차이가 없더라구여 양이 너무 적었습니다 그리고 이건 가게 잘못은 아니겠지만 익스프레스 배달을 시켰는데 앞의 집을 2군데를 들렸다가 오더라구요 배달약속시간도 10분정도 늦었습니다,3,1,1,1
"우선, 솔직리뷰임을 말씀드립니다. 제육은 알맞게 제육이라고 생각하는 딱 그맛 순두부는 괜찮네. 라고 생각드는 맛 우삼격 된장은 짰어요 근데 밥을 부르는 맛 밥에 슥슥 비벼 한입크게 먹게 만드는 맛 양도 2인세트인데 3인이 먹어도 될만큼 양 많이 주셔서 감사합니다 다 평타이상이었는데요 그럼에도 별 5개가 안되는 이유는 바로 ""밥"" . 동남아쌀로 만든 밥인줄 알았어요 찰기가 하나도 없고 덜 익었다 느낄만큼 오늘 한 밥 같지가 않았어요 밑반찬은 안주시는게 나을것 같다는 생각들어요 아 정말 밥이 아쉬웠어요",4,5,5,4
항상 맛있는 배달,5,5,5,5
제육볶음에 반찬으로 주신 콩나물 넣으니까 콩불 먹는 느낌이었어요👍,5,5,5,5
감사합니다 잘먹었습니다,5,5,5,5
"맛있게 먹었습니다. 국물도 맛나고, 밥도 실하네요. 다만 익스프레스로 비싸게 배달비 받으시면서, 기사님이 다른 곳 방문하고 들르신것 같네요. 계속 지도 보고 있었는데, 주소로 안오고 다른곳에서 두번 멈추더라구요. 심지어 예상 시간 10분 이상 넘었습니다.",5,5,2,4
허겁지겁먹느라 사진을 못찍었어요 ㅠㅠ 맛있게 잘 먹었어요~,5,5,5,5
배달빠르네요 배달 빨라요,4,5,5,4
혼자 먹기에 좋은 양이었습니다. 배달원분도 친절하셔서 너무 좋았습니다,5,5,5,5
맛 나 요 굿,5,5,5,5
맛 나 요 굿,5,5,5,5
맛있게 잘 먹었습니다!!!,5,5,5,5
항상 맛있는 집 맛있게 먹었습니다 ~,5,5,5,5
정말 맛있게 잘 먹었습니당!,5,5,5,5
감사합니다~~~!!!!,5,5,5,5
밥 양은 여자가 먹기에 무지 많음. 근데 밥이 다 익기전에 멈췄는지 너무 되서 한명은 체했네요,4,5,4,4
맛있게 잘 먹었습니다 또 주문할께요,5,5,5,5
너무 맛있었어요 다음에 또 주문할게요,5,5,5,5
전부다 맛있게 잘먹었어요,5,5,5,5
항상 맛있게먹고있어요,5,5,5,5
맛있게 잘먹었어요,5,5,5,5
배달도 빠르고 양도 푸짐하고 여긴 진짜 자주 시켜먹어야겠어요! 우렁이도 많이 들어가있고 반찬구성도 다양해서 좋아요. 사진은 그릇에 덜어서 먹다 찍어서 예쁘진 않네요ㅎㅎ매운건잘못먹어서 된장에 청양고추 빼달라고 담번에 요청하겠습니다~,5,5,5,5
완전 맛있고 양도 엄청많아용~,5,5,5,5
점심으로 종종 시켜먹는데 양도 많고 배달도 빨라서 좋아요~! 다음에도 주문할게요!,5,5,5,5
진심으로 밥양도많고 맛나게 잘 먹었습니다.,5,5,5,5
맛도 있고 양도 많아요 ㅎㅎ 특히 밥 양이 많아서 놀랐어요ㄷㄷ 다음에도 시켜먹을게요~,5,5,5,5
맛도 괜찮은데 가격도 착합니다. 잘 먹었습니다,5,5,5,5
맛있어요 넘넘 배달도 빠르고 양도 엄청 많아서 여자분들은 두끼가능 ㅎㅎ,5,5,5,5
맛잇엇어요~~~~!!,5,5,5,5
맛있어요!!!!??,5,5,5,5
맛있습니다ㅏㅏㅏㅏㅏ,5,5,5,5
오래만에 시켜먹어봤는데 여전히 맛있네요~👍👍,5,5,5,5
나쁘지않게 먹었던거 같아요 밥 양도 많구,5,5,5,5
맛집이라는 이유가 있네요!,5,5,5,5
맛있어요! 양이 좀 적은 편이지만 밥이랑 같이 먹어서 배부르네욜,4,4,5,4
오자마자 먹기 시작해서 사진은 남고 넣어둔 거에요 맛있어요 양도 많고 국에 비벼먹으면 밥도둑,5,5,5,5
푸짐해서 너무 배불리 잘 먹었습니다,5,5,5,5
